iter	Passed	Remaining
664	800	23262
665	801	23255
666	802	23252
667	803	23252
668	804	23249
669	805	23250
670	807	23250
671	808	23250
672	809	23248
673	810	23246
674	811	23244
675	812	23239
676	814	23236
677	815	23235
678	816	23233
679	817	23228
680	818	23222
681	819	23222
682	820	23216
683	821	23208
684	822	23203
685	823	23198
686	825	23198
687	826	23193
688	827	23188
689	828	23187
690	829	23185
691	830	23179
692	831	23179
693	833	23175
694	834	23171
695	835	23169
696	836	23165
697	837	23160
698	838	23155
699	839	23154
700	840	23150
701	842	23152
702	843	23149
703	844	23148
704	845	23152
705	847	23165
706	848	23160
707	849	23161
708	851	23159
709	852	23155
710	853	23148
711	854	23149
712	855	23149
713	856	23144
714	858	23146
715	859	23147
716	860	23143
717	861	23141
718	862	23138
719	864	23139
720	865	23137
721	866	23141
722	867	23136
723	868	23130
724	869	23128
725	871	23123
726	872	23119
727	873	23118
728	874	23117
729	875	23112
730	876	23107
731	877	23106
732	878	23100
733	879	23097
734	881	23093
735	882	23092
736	883	23091
737	884	23095
738	886	23106
739	887	23103
740	889	23116
741	890	23114
742	891	23111
743	892	23107
744	893	23099
745	894	23093
746	895	23090
747	897	23091
748	898	23086
749	899	23084
750	900	23079
751	901	23077
752	902	23074
753	903	23070
754	905	23069
755	906	23067
756	907	23066
757	908	23067
758	909	23060
759	910	23057
760	911	23053
761	913	23051
762	914	23048
763	915	23045
764	916	23045
765	917	23045
766	918	23042
767	919	23036
768	921	23033
769	922	23030
770	923	23029
771	924	23025
772	925	23021
773	926	23016
774	927	23014
775	928	23013
776	930	23012
777	931	23009
778	932	23008
779	933	23009
780	934	23004
781	936	23003
782	937	23002
783	938	23000
784	939	23001
785	940	22998
786	941	22994
787	942	22989
788	944	22990
789	945	22987
790	946	22986
791	947	22987
792	948	22983
793	950	22980
794	951	22975
795	952	22973
796	953	22974
797	954	22970
798	955	22973
799	957	22972
800	958	22974
801	959	22968
802	960	22968
803	961	22964
804	962	22961
805	964	22962
806	965	22960
807	966	22960
808	967	22956
809	968	22956
810	970	22957
811	971	22958
812	972	22954
813	973	22952
814	975	22953
815	976	22949
816	977	22948
817	978	22948
818	979	22947
819	980	22945
820	982	22943
821	983	22943
822	984	22939
823	985	22939
824	987	22941
825	988	22940
826	989	22937
827	990	22934
828	991	22933
829	992	22933
830	994	22929
831	995	22926
832	996	22926
833	997	22921
834	998	22924
835	999	22919
836	1000	22917
837	1002	22913
838	1003	22924
839	1004	22921
840	1005	22917
841	1007	22916
842	1008	22913
843	1009	22909
844	1011	22935
845	1012	22934
846	1014	22931
847	1015	22932
848	1016	22929
849	1017	22927
850	1018	22924
851	1020	22923
852	1021	22919
853	1022	22915
854	1023	22915
855	1024	22911
856	1025	22910
857	1027	22918
858	1028	22915
859	1029	22913
860	1030	22911
861	1031	22910
862	1033	22907
863	1034	22904
864	1035	22905
865	1036	22902
866	1037	22899
867	1038	22896
868	1040	22896
869	1041	22897
870	1042	22891
871	1043	22893
872	1044	22893
873	1046	22892
874	1047	22888
875	1048	22883
876	1049	22883
877	1050	22881
878	1051	22882
879	1053	22881
880	1054	22881
881	1055	22880
882	1056	22876
883	1057	22872
884	1058	22871
885	1060	22867
886	1061	22862
887	1062	22861
888	1063	22857
889	1064	22855
890	1065	22851
891	1066	22850
892	1067	22846
893	1068	22845
894	1070	22843
895	1071	22838
896	1072	22838
897	1073	22834
898	1074	22832
899	1075	22828
900	1076	22824
901	1078	22826
902	1079	22826
903	1080	22826
904	1081	22822
905	1082	22821
906	1084	22821
907	1085	22817
908	1086	22815
909	1087	22810
910	1088	22806
911	1089	22806
912	1090	22804
913	1091	22802
914	1093	22800
915	1094	22799
916	1095	22796
917	1096	22791
918	1097	22792
919	1098	22791
920	1100	22788
921	1101	22785
922	1102	22786
923	1103	22786
924	1104	22782
925	1105	22781
926	1107	22779
927	1108	22777
928	1110	22788
929	1111	22786
930	1112	22786
931	1113	22786
932	1114	22782
933	1116	22782
934	1117	22780
935	1118	22777
936	1119	22773
937	1120	22770
938	1121	22768
939	1122	22768
940	1124	22766
941	1125	22765
942	1126	22763
943	1127	22763
944	1128	22763
945	1129	22759
946	1131	22758
947	1132	22756
948	1133	22757
949	1134	22754
950	1135	22752
951	1136	22747
952	1138	22747
953	1139	22747
954	1140	22744
955	1141	22742
956	1142	22740
957	1144	22739
958	1145	22739
959	1146	22738
960	1147	22736
961	1148	22732
962	1150	22738
963	1151	22735
964	1152	22731
965	1153	22727
966	1154	22726
967	1155	22719
968	1156	22716
969	1157	22713
970	1158	22710
971	1160	22708
972	1161	22706
973	1162	22704
974	1163	22703
975	1164	22699
976	1165	22695
977	1166	22692
978	1167	22687
979	1169	22688
980	1170	22686
981	1171	22686
982	1172	22682
983	1173	22679
984	1174	22681
985	1176	22680
986	1177	22680
987	1178	22681
988	1180	22692
989	1181	22688
990	1182	22687
991	1183	22682
992	1184	22682
993	1186	22680
994	1187	22675
995	1188	22672
996	1189	22672
997	1190	22671
998	1191	22670
999	1193	22669
1000	1194	22668
1001	1195	22664
1002	1196	22664
1003	1197	22664
1004	1198	22660
1005	1200	22666
1006	1201	22664
1007	1202	22660
1008	1203	22658
1009	1204	22654
1010	1205	22650
1011	1207	22651
1012	1208	22649
1013	1209	22648
1014	1210	22650
1015	1212	22647
1016	1213	22644
1017	1214	22642
1018	1215	22641
1019	1216	22640
1020	1217	22637
1021	1219	22637
1022	1220	22634
1023	1221	22631
1024	1222	22628
1025	1223	22625
1026	1224	22622
1027	1225	22620
1028	1226	22617
1029	1227	22615
1030	1228	22611
1031	1230	22611
1032	1231	22611
1033	1232	22606
1034	1233	22603
1035	1234	22600
1036	1235	22598
1037	1237	22597
1038	1238	22594
1039	1239	22595
1040	1240	22597
1041	1242	22598
1042	1243	22596
1043	1244	22590
1044	1245	22599
1045	1247	22601
1046	1248	22597
1047	1249	22596
1048	1250	22593
1049	1251	22592
1050	1252	22587
1051	1253	22585
1052	1255	22586
1053	1256	22583
1054	1257	22580
1055	1258	22578
1056	1259	22579
1057	1261	22576
1058	1262	22573
1059	1263	22569
1060	1264	22568
1061	1265	22565
1062	1266	22566
1063	1267	22562
1064	1268	22559
1065	1269	22557
1066	1271	22555
1067	1272	22555
1068	1273	22556
1069	1275	22562
1070	1277	22572
1071	1278	22578
1072	1279	22576
1073	1281	22574
1074	1282	22573
1075	1283	22573
1076	1284	22574
1077	1285	22572
1078	1287	22568
1079	1288	22565
1080	1289	22564
1081	1290	22564
1082	1291	22563
1083	1292	22562
1084	1294	22561
1085	1295	22560
1086	1296	22557
1087	1297	22554
1088	1298	22554
1089	1299	22552
1090	1301	22550
1091	1302	22546
1092	1303	22546
1093	1304	22545
1094	1305	22542
1095	1306	22539
1096	1307	22537
1097	1309	22536
1098	1310	22533
1099	1311	22530
1100	1312	22526
1101	1313	22523
1102	1314	22522
1103	1315	22518
1104	1316	22515
1105	1317	22513
1106	1318	22510
1107	1320	22507
1108	1321	22505
1109	1322	22503
1110	1324	22510
1111	1325	22508
1112	1326	22510
1113	1327	22508
1114	1328	22506
1115	1329	22503
1116	1330	22500
1117	1332	22498
1118	1333	22495
1119	1334	22494
1120	1335	22491
1121	1336	22489
1122	1337	22488
1123	1339	22490
1124	1340	22486
1125	1341	22485
1126	1342	22484
1127	1344	22491
1128	1345	22489
1129	1346	22491
1130	1348	22489
1131	1348	22483
1132	1350	22481
1133	1351	22480
1134	1352	22475
1135	1353	22473
1136	1354	22472
1137	1355	22469
1138	1356	22466
1139	1357	22465
1140	1359	22465
1141	1360	22466
1142	1361	22465
1143	1363	22466
1144	1364	22463
1145	1365	22461
1146	1366	22459
1147	1367	22458
1148	1368	22457
1149	1369	22453
1150	1371	22451
1151	1372	22451
1152	1373	22448
1153	1374	22448
1154	1375	22448
1155	1376	22445
1156	1378	22442
1157	1379	22439
1158	1380	22436
1159	1381	22434
1160	1382	22431
1161	1383	22431
1162	1384	22429
1163	1385	22426
1164	1386	22424
1165	1388	22423
1166	1389	22424
1167	1390	22421
1168	1391	22420
1169	1393	22419
1170	1394	22416
1171	1395	22413
1172	1396	22411
1173	1397	22409
1174	1398	22410
1175	1399	22408
1176	1401	22405
1177	1402	22403
1178	1403	22402
1179	1404	22400
1180	1405	22401
1181	1406	22399
1182	1408	22396
1183	1409	22395
1184	1410	22396
1185	1411	22392
1186	1412	22390
1187	1413	22387
1188	1414	22384
1189	1416	22386
1190	1417	22386
1191	1418	22385
1192	1419	22383
1193	1420	22380
1194	1422	22389
1195	1423	22388
1196	1425	22392
1197	1426	22391
1198	1427	22391
1199	1429	22391
1200	1430	22387
1201	1431	22383
1202	1432	22382
1203	1433	22380
1204	1434	22378
1205	1436	22379
1206	1437	22378
1207	1438	22376
1208	1440	22386
1209	1442	22401
1210	1444	22410
1211	1450	22477
1212	1461	22630
1213	1462	22632
